E-FT368479	1500
E-FT368558	400
E-Y264675	50
E-FGC68103	2600
E-FTA19423	50
E-P59	2500
E-Y84854	550
E-FTB57830	125
E-FT47672	2500
E-FT383283	1950
E-Y37087	900
E-Y294427	900
E-M4041	5500
E-V1749	3700
E-Y225361	275
E-FT129515	5400
E-FTB47999	4000
E-FT337236	5400
E-Y217567	2800
E-SK840	550
E-M4005	4900
E-M4016	4400
E-FT280364	2700
E-FT133044	4400
E-Y324388	2700
E-FTB59616	3800
E-Y479306	5000
E-CTS1598	2200
E-Y534823	700
E-M3988	4600
E-Z1788	3900
E-CTS9968	3800
E-BY183031	1950
E-L914	3800
E-Z5960	3800
E-M3895	1550
E-C105820	1450
E-Y316419	1500
E-CTS11328	3800
E-Z1721	3800
E-Y208555	325
E-FT71131	125
E-Z1769	3000
E-M3865	2400
E-FGC39444	2100
E-Y33593	1900
E-Y181105	1650
E-Y552110	275
E-FGC39425	1650
E-FT124951	1650
E-FGC39443	1250
E-FGC39401	250
E-FGC39424	125
E-FGC39407	50
E-M3850	3000
E-FT68063	2300
E-SK749	1600
E-FT69256	350
E-BY69769	200
E-Y187727	150
E-M3854	3000
E-FT333611	2500
E-Y234335	2500
E-Y635494	900
E-Y643466	900
E-Y234320	50
E-Z1779	3000
E-FT295369	200
E-FT296983	2500
E-V3170	2500
E-Y140791	2200
E-Y276748	2200
E-FTA31975	350
E-Z1795	3000
E-M3775	2600
E-CTS283	2000
E-FT420095	950
E-Y181278	1900
E-FT4654	275
E-FT5756	50
E-Z1771	1750
E-Y194433	1700
E-Y194527	50
E-Z1770	1100
E-CTS1458	1100
E-U290	4600
E-Z5952	4600
E-Z21888	4400
E-FT299880	3500
E-Z5955	1600
E-U181	4000
E-Z1812	3900
E-Y219783	1650
E-BY20836	3900
E-FT144712	3900
E-Y180857	3900
E-BY150841	2000
E-BY110844	1200
E-Y369824	2000
E-Y225486	1450
E-Y225484	1100
E-FT147751	2000
E-BY198906	1900
E-Y181939	1900
E-Y181500	175
E-CTS421	4200
E-Y246969	3600
E-Y246971	1850
E-FT301156	1200
E-Z37088	1200
E-FGC39357	3800
E-M3951	3700
E-Y68418	3700
E-Y245156	3400
E-Y3295	300
E-Y129553	50
E-M3942	3500
E-Y340333	3500
E-M3950	2100
E-Y83134	50
E-Y21814	2100
E-Y21811	2100
E-BY20580	1600
E-Y192225	800
E-Y171600	800
E-FTB71453	800
E-FTB36074	500
E-FT263462	325
E-FT264125	125
E-Z1725	4600
E-Z1786	4000
E-Y289751	4000
E-Y157497	2800
E-CTS127	3600
E-Z1724	3600
E-FT208227	4000
E-Y70207	3900
E-Y190856	150
E-Y178504	2000
E-Y210801	2000
E-Y18361	750
E-Y18537	550
E-BY53991	475
E-FTC25147	275
E-BY21668	475
E-Y133631	275
E-Y133622	50
E-CTS1387	2900
E-FT43186	1300
E-Z1758	2900
E-Y246741	350
E-Z1746	2900
E-Y30964	2900
E-FT440357	2900
E-Y88092	1950
E-Y210980	1450
E-Y30963	2500
E-Y432696	2500
E-Y274608	1900
E-CTS907	1900
E-CTS10992	0
E-FT311642	1900
E-FT4748	3900
E-FT311370	3900
E-PH1913	3900
E-Y127292	3000
E-FT181114	2100
E-SK774	1650
E-TY13775	350
E-FTE38982	350
E-Y154893	3300
E-Y275120	3300
E-Y4008	3900
E-Z5954	3900
E-CTS1536	0
E-PH4137	3700
E-C139431	3700
E-Z21840	3500
E-Z5950	1650
E-L651	3900
E-FT115389	2600
E-FT115870	2300
E-FT115202	125
E-FGC60918	3100
E-FGC39739	850
E-L649	650
E-M292	1800
E-FTE16048	1700
E-Y203606	650
E-Z5958	3500
E-BY166583	2300
E-V2551	1450
E-BY168743	750
E-BY166613	300
E-FT3533	50
E-FT247923	225
E-M4706	9100
E-Y161190	5400
E-Y650145	500
E-BY142058	2400
E-Y161196	1350
E-FT8703	1350
E-Y161195	550
E-CTS8098	8700
E-M58	3500
E-FT6657	3500
E-Z15929	3500
E-Y25504	2400
E-Y369800	2400
E-Y94526	1500
E-FT358987	1450
E-Y515483	350
E-Y27258	2400
E-Y28119	1050
E-HU87	1900
E-BY60598	600
E-BY679	175
E-L485	8700
E-FTB2804	425
E-Z36514	4400
E-Y263625	2200
E-SK595	4800
E-FT399793	50
E-Y162430	3200
E-V4240	50
E-Z36531	6800
E-Y188581	4500
E-FTB20532	4100
E-Y403136	4100
E-FTB20537	3200
E-Y36000	4400
E-BY66708	1500
E-Z36530	4400
E-Y23253	175
E-CTS9883	6100
E-Z6005	4900
E-Z6006	4900
E-Z6007	4100
E-Y263378	3800
E-Z6008	3800
E-Z16054	3700
E-FT329072	3500
E-Z15980	5500
E-FT174069	1500
E-Y199400	50
E-SK716	1350
E-Y137743	375
E-SK719	1250
E-FT331002	950
E-Y210530	950
E-Y230143	50
E-Z2142	4200
E-C101902	3500
E-Z36552	3900
E-FT47860	3000
E-Y229511	1350
E-Y229512	700
E-BY103698	50
E-Z15992	3900
E-Z6004	3900
E-Z16056	6100
E-Y231129	1650
E-CTS3274	6100
E-Y376669	6100
E-Z6020	5000
E-V5789	4900
E-V4348	4100
E-Y229173	3900
E-FT400234	3900
E-Y230129	650
E-BY102326	150
E-FT397246	50
E-Z6010	3900
E-FT118597	3900
E-FT115491	3800
E-FTA15371	850
E-F2481	2500
E-Z36603	2100
E-FT400118	1850
E-FT399733	600
E-FT400119	50
E-Z36607	2300
E-Z36605	2000
E-MF21308	1500
E-FT397160	50
E-Z36604	1050
E-FT336663	600
E-FT397157	50
E-CTS12004	4800
E-CTS308	4400
E-CTS1543	4400
E-Z16095	4400
E-FT327443	4000
E-Y204870	1750
E-Z16096	2600
E-Z6009	1900
E-Z36592	850
E-FT400102	50
E-Y315740	50
E-Z6012	6100
E-Z6019	6100
E-Z6017	6100
E-Y23516	3000
E-Y202532	1800
E-Z6018	2300
E-Y16787	2100
E-Z36644	750
E-MF50288	150
E-Z6013	5300
E-Z17052	4100
E-Y95007	4000
E-Z6014	4100
E-Z6015	4000
E-FT4968	3300
E-Y161210	3700
E-Z6016	4000
E-L514	8300
E-L515	6500
E-Z1893	4900
E-Y196897	3200
E-CTS1610	4900
E-S27782	125
E-CTS6487	3800
E-Z42553	3800
E-Z36678	1800
E-Z22240	4900
E-M4279	4300
E-BY117958	4300
E-BY133920	3800
E-Y269726	950
E-Y310884	1950
E-Y310900	1950
E-FTD22078	1150
E-V6069	4200
E-V6055	3800
E-Z22257	2400
E-Y364401	1950
E-Y364319	1950
E-Z22307	4300
E-Z22293	4300
E-Z22299	3800
E-Y335219	850
E-M4269	3700
E-FTF95606	150
E-M4269a	3600
E-Y12908	2200
E-Y135742	1700
E-Y138883	1350
E-Y138699	325
E-M4694	6800
E-FGC91110	6200
E-M191	5300
E-CTS776	4100
E-M4312	3700
E-Y439557	3700
E-M4325	3400
E-M4315	1950
E-U174	4900
E-Z5961	4900
E-M4670	4500
E-PH1490	4500
E-FT179394	4100
E-Y307754	4100
E-Y441849	800
E-FT233672	4400
E-Z37633	4400
E-Y109905	3100
E-Y14890	3700
E-FGC35965	1250
E-Y247928	1250
E-FT399764	125
E-FGC35976	1250
E-FGC35967	375
E-Y37640	100
E-FGC35974	50
E-Z1643	3600
E-BY149549	3200
E-Z37465	650
E-Z5976	200
E-CTS553	3600
E-CTS7037	3600
E-BY142242	3600
E-BY110307	3100
E-Y32546	2300
E-Y379914	2300
E-Y32545	1550
E-FT45594	50
E-Y32541	500
E-BY55327	50
E-Y139179	50
E-Y32551	325
E-Z874	3900
E-Y184848	3800
E-BY61182	1950
E-Y159449	1950
E-Y583697	1600
E-Z22412	3900
E-CTS1622	3900
E-CTS1360	1900
E-Y263678	1900
E-MF121858	1650
E-Y330148	275
E-Y373638	200
E-Z5973	3500
E-Z5975	3200
E-CTS1045	75
E-FT299830	50
E-FT297502	1700
E-Z5974	3500
E-Y328171	350
E-Z37515	1700
E-FT22435	1500
E-MF30826	650
E-Y158057	800
E-Z5962	4100
E-Y421900	325
E-FT212537	200
E-FT413432	3000
E-M4362	4100
E-Z22359	3900
E-Y84829	3700
E-V1851	2900
E-Y201721	100
E-Y367135	50
E-CTS1111	3000
E-BY65930	2400
E-FGC86178	1450
E-FTF42114	500
E-FGC86185	1300
E-FGC86377	800
E-Y14724	2200
E-Y21806	2200
E-Y90128	1650
E-Y30978	2200
E-Y196239	200
E-Y30979	450
E-Y46656	200
E-CTS2754	4100
E-Y81714	550
E-CTS5788	4100
E-CTS6794	1600
E-CTS6454	3800
E-CTS1667	2400
E-Y473524	3100
E-Y472770	800
E-CTS1313	3800
E-Z5963	3800
E-Z5964	0
E-Z5965	3800
E-Z37622	2900
E-C141503	2500
E-Y532738	3800
E-Y191011	2800
E-FT6031	650
E-Y192386	350
E-Y192385	200
E-Z5966	3800
E-Z5967	3800
E-Z5968	3800
E-BY113688	2500
E-Z37526	2100
E-Y253177	1950
E-FTA5825	1600
E-FTA79114	350
E-Z5969	3800
E-Z5970	0
E-M10619	0
E-Z5972	0
E-M4667	4500
E-CTS5299	3800
E-BY188786	1950
E-BY188914	1200
E-Y192250	50
E-CTS4859	3000
E-Z5977	3200
E-FT106549	1750
E-Y306225	650
E-BY102672	3800
E-BY75028	2300
E-Y339361	125
E-Y339382	50
E-Y436947	50
E-FT205499	2100
E-Y224927	1600
E-Y86374	1200
E-Y312362	50
E-Y127007	1200
E-FT405608	50
E-Y90150	1200
E-Y81200	50
E-FTA9796	350
E-Y89044	50
E-M4665	4500
E-C104571	1650
E-Y467902	1650
E-Y282894	3400
E-Y131346	300
E-Y250517	125
E-Z1704	4500
E-Y96183	800
E-Z37814	4500
E-CTS4744	1900
E-CTS6300	1350
E-Y188162	475
E-Z5978	4500
E-M4204	0
E-CTS397	0
E-Z5979	0
E-Y55	0
E-M4437	3600
E-CTS9106	3600
E-FT319935	3600
E-FT244849	3400
E-P116	2900
E-M4439	1350
E-M4449	1150
E-Y138276	2700
E-Z37675	2400
E-BY50829	1600
E-Y172941	1600
E-FT220718	1600
E-Y197232	425
E-Y173631	300
E-FT68850	125
E-BY73639	475
E-BY103514	300
E-Y658355	50
E-BY212706	475
E-BY169439	250
E-FT382445	375
E-FT383120	350
E-Y218929	50
E-Z5982	4500
E-Z5983	4100
E-FT368803	3300
E-M4479	1350
E-FT280646	650
E-Z37806	4100
E-BY65150	3800
E-CTS1454	3600
E-CTS1478	3000
E-Y462503	50
E-Y250637	1900
E-Y250568	50
E-CTS67	2800
E-Y18979	1800
E-Y45872	1700
E-Y51238	1450
E-CTS261	2600
E-SK634	2100
E-FTC39727	125
E-CTS9997	2600
E-Y471054	2600
E-Y471041	1300
E-CTS7761	2200
E-Y48004	375
E-Y50909	225
E-CTS2476	2200
E-BY112318	100
E-CTS1871	2200
E-CTS2323	0
E-CTS11714	2200
E-Y22469	2000
E-Y32960	100
E-FT154731	50
E-Z33667	650
E-Y70606	500
E-Z22548	2200
E-Y81272	50
E-CTS9580	2200
E-Y158400	2200
E-Y158430	1550
E-Y158408	50
E-FGC58264	2200
E-S23274	800
E-FGC58250	50
E-CTS447	2200
E-Z1700	0
E-Y19516	1900
E-Y18977	800
E-Y19520	425
E-Y45724	425
E-Y49011	50
E-Y45944	150
E-Y49297	50
E-A34168	325
E-Y364959	325
E-Y25644	125
E-Y419961	200
E-Y543188	175
E-Y364898	150
E-Y427846	275
E-Y465631	275
E-CTS10774	3800
E-Z1703	3800
E-CTS8902	3800
E-M4575	2500
E-M4543	800
E-FT284264	650
E-FT280652	50
E-Z22601	3800
E-CTS1151	800
E-Y2576	800
E-PH3165	500
E-Y176408	3200
E-Y175446	1700
E-Y175503	300
E-BY20913	150
E-FTA44119	150
E-BY47392	2700
E-FT51999	2700
E-FT53173	1650
E-Y309547	1700
E-FT87074	2700
E-Y200400	2700
E-Y50247	1600
E-Y47792	600
E-Y45618	125
E-Y154540	200
E-Y351927	200
E-Z1647	3200
E-CTS1338	2400
E-Y201976	1600
E-Y155108	1950
E-Z37730	1700
E-Y186185	275
E-Y272595	50
E-FT245171	425
E-FT247194	200
E-Y351818	425
E-FTC65082	425
E-FTC65829	350
E-Z1649	2600
E-BY44774	150
E-FTB16696	2100
E-BY202002	1850
E-FTC80418	100
E-Y168940	1150
E-FT65279	325
E-FT20879	2600
